contig1_1 200 835
contig1_1 901 1356

contig1_2 200 233
contig1_2 318 1254
contig1_2 1306 1615
contig1_2 1666 2115

contig1_3 200 550
contig1_3 612 1724

contig1_4 200 288
contig1_4 347 1489
contig1_4 1545 3852

contig1_5 200 212
contig1_5 260 318
contig1_5 374 535
contig1_5 591 715
contig1_5 762 851
contig1_5 907 1174
contig1_5 1229 1424
contig1_5 1475 2001

contig1_6 200 1011
contig1_6 1082 1430

contig1_7 200 249
contig1_7 307 384
contig1_7 443 1053
contig1_7 1107 2194

contig1_8 200 279
contig1_8 358 1350
contig1_8 1408 2115
contig1_8 2165 3223
contig1_8 3272 3545
contig1_8 3593 3707
contig1_8 3757 3968

contig1_9 200 425
contig1_9 475 606
contig1_9 660 790
contig1_9 847 946
contig1_9 996 1237

contig1_10 200 755
contig1_10 803 868
contig1_10 921 1945

contig1_11 200 352
contig1_11 412 448
contig1_11 516 963
contig1_11 1017 1084
contig1_11 1142 1482

contig1_12 200 588
contig1_12 644 888
contig1_12 954 1141

contig1_13 200 200
contig1_13 257 297
contig1_13 370 799
contig1_13 865 1151
contig1_13 1221 1238

contig1_14 200 320
contig1_14 401 528
contig1_14 597 1364
contig1_14 1427 1645

contig1_15 200 280
contig1_15 803 1192
contig1_15 1256 1738

contig1_16 200 220
contig1_16 290 403
contig1_16 500 877
contig1_16 950 2626
contig1_16 2672 2947

contig1_17 200 487
contig1_17 544 625
contig1_17 697 719

contig1_18 200 717
contig1_18 796 1198

contig1_19 200 565
contig1_19 636 1364

contig1_20 200 387
contig1_20 490 677
contig1_20 781 1469

contig1_21 200 211
contig1_21 268 360
contig1_21 412 695
contig1_21 755 833
contig1_21 897 1253

contig1_22 200 3691
contig1_22 3751 3978

contig1_23 200 573
contig1_23 653 937
contig1_23 992 1118
contig1_23 1580 1744

contig1_24 200 957
contig1_24 1025 1883
contig1_24 1959 2192

contig1_25 200 816
contig1_25 881 989

contig1_26 200 245
contig1_26 339 505
contig1_26 586 922
contig1_26 991 1363
contig1_26 1426 2087
contig1_26 2152 2264

contig1_27 200 432
contig1_27 523 659
contig1_27 715 1451

contig1_28 200 501
contig1_28 578 878

contig1_29 200 230
contig1_29 305 499
contig1_29 581 1377

contig1_30 200 250
contig1_30 343 920
contig1_30 1018 1189

contig1_31 200 403
contig1_31 465 1619

contig1_32 200 274
contig1_32 337 828

contig1_33 200 212
contig1_33 293 502
contig1_33 576 670
contig1_33 745 780

contig1_34 200 204
contig1_34 294 423
contig1_34 531 1686
contig1_34 1745 1836

contig1_35 200 382
contig1_35 512 734
contig1_35 823 1430
contig1_35 1492 3557
contig1_35 3613 3820

contig1_36 200 888
contig1_36 944 1964

contig1_37 200 1177
contig1_37 1237 1344
contig1_37 1407 1652

contig1_38 200 305
contig1_38 420 779
contig1_38 880 1239
contig1_38 1306 1901

contig1_39 200 690
contig1_39 791 1112

contig1_40 200 323
contig1_40 395 451
contig1_40 529 868
contig1_40 938 1378
contig1_40 1437 1791

contig1_41 200 740
contig1_41 875 1208
contig1_41 1268 1325

contig1_42 200 276
contig1_42 342 555
contig1_42 615 914

contig1_43 200 300
contig1_43 360 1047

contig1_44 200 226
contig1_44 278 610

contig1_45 200 246
contig1_45 306 858
contig1_45 911 1670
contig1_45 1731 2374

contig1_46 200 401
contig1_46 478 2220
contig1_46 2277 2830

contig1_47 200 488
contig1_47 547 1274

contig1_48 200 244
contig1_48 339 764
contig1_48 850 1755

contig1_49 200 415
contig1_49 488 874
contig1_49 928 1680

contig1_50 200 374
contig1_50 772 1010
contig1_50 1169 1237

contig1_51 200 310
contig1_51 458 709

contig1_52 200 538
contig1_52 619 984
contig1_52 1047 3394
contig1_52 3455 3794

contig1_53 200 302
contig1_53 359 3312

contig1_54 200 389
contig1_54 454 762
contig1_54 990 2116

contig1_55 200 392
contig1_55 453 735
contig1_55 801 1027
contig1_55 1084 1976

contig1_56 200 213
contig1_56 629 679
contig1_56 908 1154
contig1_56 1254 1331
contig1_56 1423 1455

contig1_57 200 399
contig1_57 468 3279

contig1_58 200 1153
contig1_58 1222 1511
contig1_58 1559 2162

contig1_59 200 650
contig1_59 707 1017

contig1_60 200 298
contig1_60 382 615

contig1_61 200 250
contig1_61 330 403
contig1_61 472 525
contig1_61 591 729

contig1_62 200 345
contig1_62 417 770
contig1_62 837 1653
contig1_62 1707 1967
contig1_62 2019 4922

contig1_63 200 265
contig1_63 357 542
contig1_63 642 947
contig1_63 1030 1416

contig1_64 200 226
contig1_64 285 379
contig1_64 452 779

contig1_65 200 308
contig1_65 374 875
contig1_65 926 1049
contig1_65 1100 1140
contig1_65 1200 1764

contig1_66 200 215
contig1_66 378 2092

contig1_67 200 653
contig1_67 731 1112
contig1_67 1189 1288

contig1_68 200 324
contig1_68 377 860
contig1_68 913 5103

contig1_69 200 742
contig1_69 829 982
contig1_69 1046 1998

contig1_70 200 211
contig1_70 410 1982
contig1_70 2035 3060
